«÷Ω∫∆Ã ¿Âº“∏Ì,Ω«Ω√∞£ ¿Œ±∏«ˆ»≤,¿Âº“ »•¿‚µµ ¡ˆ«•,Ω«Ω√∞£ ¿Œ±∏ ¡ˆ«• √÷º“∞™,Ω«Ω√∞£ ¿Œ±∏ ¡ˆ«• √÷¥Î∞™,ªÛ¡÷ ¿Œ±∏ ∫Ò¿≤,∫ÒªÛ¡÷ ¿Œ±∏ ∫Ò¿≤,Ω«Ω√∞£ ¿Œ±∏ µ•¿Ã≈Õ æ˜µ•¿Ã∆Æ Ω√∞£
≥ÎµÈº∂,,ø©¿Ø,600,700,33.9,66.1,2024-11-18 15:00
≥ÎµÈº∂,,ø©¿Ø,600,700,35.0,65.0,2024-11-18 15:10
≥ÎµÈº∂,,ø©¿Ø,700,800,32.6,67.4,2024-11-18 15:20
≥ÎµÈº∂,,ø©¿Ø,700,800,31.2,68.8,2024-11-18 15:40
≥ÎµÈº∂,,ø©¿Ø,700,800,32.6,67.4,2024-11-18 15:50
≥ÎµÈº∂,,ø©¿Ø,700,800,31.6,68.4,2024-11-18 16:00
≥ÎµÈº∂,,ø©¿Ø,700,800,32.2,67.8,2024-11-18 16:10
≥ÎµÈº∂,,ø©¿Ø,700,800,31.9,68.1,2024-11-18 16:20
≥ÎµÈº∂,,ø©¿Ø,700,800,33.3,66.7,2024-11-18 16:30
≥ÎµÈº∂,,ø©¿Ø,800,900,30.7,69.3,2024-11-18 16:40
≥ÎµÈº∂,,ø©¿Ø,900,1000,32.2,67.8,2024-11-18 17:00
≥ÎµÈº∂,,ø©¿Ø,900,1000,32.8,67.2,2024-11-18 17:10
≥ÎµÈº∂,,ø©¿Ø,1000,1500,28.4,71.6,2024-11-18 17:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,28.2,71.8,2024-11-18 17:40
≥ÎµÈº∂,,ø©¿Ø,1000,1500,27.4,72.6,2024-11-18 17:50
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.1,70.9,2024-11-18 18:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.1,70.9,2024-11-18 18:15
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.3,70.7,2024-11-18 18:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,28.9,71.1,2024-11-18 18:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.6,70.4,2024-11-18 18:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,30.5,69.5,2024-11-18 18:55
≥ÎµÈº∂,,ø©¿Ø,1000,1500,31.7,68.3,2024-11-18 19:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,37.6,62.4,2024-11-18 19:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,39.1,60.9,2024-11-18 19:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,40.8,59.2,2024-11-18 19:55
≥ÎµÈº∂,,ø©¿Ø,900,1000,45.5,54.5,2024-11-18 20:05
≥ÎµÈº∂,,ø©¿Ø,900,1000,47.8,52.2,2024-11-18 20:15
≥ÎµÈº∂,,ø©¿Ø,900,1000,49.4,50.6,2024-11-18 20:25
≥ÎµÈº∂,,ø©¿Ø,900,1000,49.3,50.7,2024-11-18 20:35
≥ÎµÈº∂,,ø©¿Ø,800,900,53.0,47.0,2024-11-18 20:45
≥ÎµÈº∂,,ø©¿Ø,700,800,49.4,50.6,2024-11-18 21:05
≥ÎµÈº∂,,ø©¿Ø,700,800,49.1,50.9,2024-11-18 21:15
≥ÎµÈº∂,,ø©¿Ø,700,800,48.3,51.7,2024-11-18 21:25
≥ÎµÈº∂,,ø©¿Ø,700,800,47.8,52.2,2024-11-18 21:35
≥ÎµÈº∂,,ø©¿Ø,600,700,54.8,45.2,2024-11-18 22:00
≥ÎµÈº∂,,ø©¿Ø,700,800,54.4,45.6,2024-11-18 22:10
≥ÎµÈº∂,,ø©¿Ø,700,800,56.2,43.8,2024-11-18 22:20
≥ÎµÈº∂,,ø©¿Ø,700,800,55.2,44.8,2024-11-18 22:30
≥ÎµÈº∂,,ø©¿Ø,700,800,55.6,44.4,2024-11-18 22:40
≥ÎµÈº∂,,ø©¿Ø,700,800,58.4,41.6,2024-11-18 22:50
≥ÎµÈº∂,,ø©¿Ø,600,700,59.3,40.7,2024-11-18 23:00
≥ÎµÈº∂,,ø©¿Ø,600,700,64.0,36.0,2024-11-18 23:10
≥ÎµÈº∂,,ø©¿Ø,600,700,65.8,34.2,2024-11-18 23:20
≥ÎµÈº∂,,ø©¿Ø,700,800,66.1,33.9,2024-11-18 23:30
≥ÎµÈº∂,,ø©¿Ø,600,700,64.3,35.7,2024-11-18 23:40
≥ÎµÈº∂,,ø©¿Ø,600,700,65.7,34.3,2024-11-18 23:50
≥ÎµÈº∂,,ø©¿Ø,700,800,69.7,30.3,2024-11-19 00:00
≥ÎµÈº∂,,ø©¿Ø,700,800,70.7,29.3,2024-11-19 00:10
≥ÎµÈº∂,,ø©¿Ø,700,800,71.4,28.6,2024-11-19 00:20
≥ÎµÈº∂,,ø©¿Ø,600,700,72.8,27.2,2024-11-19 00:30
≥ÎµÈº∂,,ø©¿Ø,600,700,74.3,25.7,2024-11-19 00:40
≥ÎµÈº∂,,ø©¿Ø,600,700,76.1,23.9,2024-11-19 01:05
≥ÎµÈº∂,,ø©¿Ø,600,700,74.5,25.5,2024-11-19 01:15
≥ÎµÈº∂,,ø©¿Ø,500,600,74.5,25.5,2024-11-19 01:25
≥ÎµÈº∂,,ø©¿Ø,500,600,73.9,26.1,2024-11-19 01:35
≥ÎµÈº∂,,ø©¿Ø,500,600,76.2,23.8,2024-11-19 01:45
≥ÎµÈº∂,,ø©¿Ø,500,600,77.0,23.0,2024-11-19 02:05
≥ÎµÈº∂,,ø©¿Ø,500,600,76.3,23.7,2024-11-19 02:15
≥ÎµÈº∂,,ø©¿Ø,500,600,77.3,22.7,2024-11-19 02:25
≥ÎµÈº∂,,ø©¿Ø,500,600,78.5,21.5,2024-11-19 02:35
≥ÎµÈº∂,,ø©¿Ø,500,600,77.1,22.9,2024-11-19 02:45
≥ÎµÈº∂,,ø©¿Ø,500,600,77.7,22.3,2024-11-19 02:55
≥ÎµÈº∂,,ø©¿Ø,500,600,78.5,21.5,2024-11-19 03:05
≥ÎµÈº∂,,ø©¿Ø,500,600,77.3,22.7,2024-11-19 03:15
≥ÎµÈº∂,,ø©¿Ø,500,600,77.5,22.5,2024-11-19 03:25
≥ÎµÈº∂,,ø©¿Ø,500,600,77.9,22.1,2024-11-19 03:35
≥ÎµÈº∂,,ø©¿Ø,500,600,77.9,22.1,2024-11-19 03:45
≥ÎµÈº∂,,ø©¿Ø,500,600,76.1,23.9,2024-11-19 03:55
≥ÎµÈº∂,,ø©¿Ø,500,600,75.5,24.5,2024-11-19 04:20
≥ÎµÈº∂,,ø©¿Ø,500,600,76.7,23.3,2024-11-19 04:30
≥ÎµÈº∂,,ø©¿Ø,500,600,75.9,24.1,2024-11-19 04:40
≥ÎµÈº∂,,ø©¿Ø,600,700,73.5,26.5,2024-11-19 04:50
≥ÎµÈº∂,,ø©¿Ø,600,700,73.0,27.0,2024-11-19 05:00
≥ÎµÈº∂,,ø©¿Ø,600,700,72.3,27.7,2024-11-19 05:10
≥ÎµÈº∂,,ø©¿Ø,700,800,71.8,28.2,2024-11-19 05:20
≥ÎµÈº∂,,ø©¿Ø,700,800,70.0,30.0,2024-11-19 05:30
≥ÎµÈº∂,,ø©¿Ø,700,800,70.1,29.9,2024-11-19 05:40
≥ÎµÈº∂,,ø©¿Ø,700,800,67.9,32.1,2024-11-19 05:50
≥ÎµÈº∂,,ø©¿Ø,700,800,67.0,33.0,2024-11-19 06:00
≥ÎµÈº∂,,ø©¿Ø,700,800,64.0,36.0,2024-11-19 06:10
≥ÎµÈº∂,,ø©¿Ø,800,900,61.8,38.2,2024-11-19 06:20
≥ÎµÈº∂,,ø©¿Ø,800,900,59.1,40.9,2024-11-19 06:30
≥ÎµÈº∂,,ø©¿Ø,800,900,58.7,41.3,2024-11-19 06:40
≥ÎµÈº∂,,ø©¿Ø,800,900,54.3,45.7,2024-11-19 06:50
≥ÎµÈº∂,,ø©¿Ø,900,1000,52.8,47.2,2024-11-19 07:00
≥ÎµÈº∂,,ø©¿Ø,1000,1500,41.5,58.5,2024-11-19 07:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,38.4,61.6,2024-11-19 07:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,37.1,62.9,2024-11-19 07:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,36.2,63.8,2024-11-19 07:55
≥ÎµÈº∂,,ø©¿Ø,1000,1500,38.3,61.7,2024-11-19 08:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,33.2,66.8,2024-11-19 08:15
≥ÎµÈº∂,,ø©¿Ø,1000,1500,32.5,67.5,2024-11-19 08:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,32.3,67.7,2024-11-19 08:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,31.1,68.9,2024-11-19 08:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,31.8,68.2,2024-11-19 08:55
≥ÎµÈº∂,,ø©¿Ø,900,1000,29.4,70.6,2024-11-19 09:05
≥ÎµÈº∂,,ø©¿Ø,900,1000,28.7,71.3,2024-11-19 09:15
≥ÎµÈº∂,,ø©¿Ø,800,900,28.6,71.4,2024-11-19 09:25
≥ÎµÈº∂,,ø©¿Ø,900,1000,26.6,73.4,2024-11-19 09:35
≥ÎµÈº∂,,ø©¿Ø,800,900,28.1,71.9,2024-11-19 09:45
≥ÎµÈº∂,,ø©¿Ø,700,800,31.7,68.3,2024-11-19 09:55
≥ÎµÈº∂,,ø©¿Ø,700,800,30.1,69.9,2024-11-19 10:05
≥ÎµÈº∂,,ø©¿Ø,600,700,35.1,64.9,2024-11-19 10:15
≥ÎµÈº∂,,ø©¿Ø,700,800,30.0,70.0,2024-11-19 10:25
≥ÎµÈº∂,,ø©¿Ø,600,700,32.4,67.6,2024-11-19 10:50
≥ÎµÈº∂,,ø©¿Ø,600,700,24.2,75.8,2024-11-19 11:00
≥ÎµÈº∂,,ø©¿Ø,600,700,25.3,74.7,2024-11-19 11:10
≥ÎµÈº∂,,ø©¿Ø,600,700,24.5,75.5,2024-11-19 11:20
≥ÎµÈº∂,,ø©¿Ø,500,600,27.6,72.4,2024-11-19 11:30
≥ÎµÈº∂,,ø©¿Ø,500,600,25.9,74.1,2024-11-19 11:40
≥ÎµÈº∂,,ø©¿Ø,500,600,25.0,75.0,2024-11-19 11:50
≥ÎµÈº∂,,ø©¿Ø,500,600,24.9,75.1,2024-11-19 12:00
≥ÎµÈº∂,,ø©¿Ø,500,600,27.8,72.2,2024-11-19 12:10
≥ÎµÈº∂,,ø©¿Ø,500,600,24.6,75.4,2024-11-19 12:20
≥ÎµÈº∂,,ø©¿Ø,600,700,24.0,76.0,2024-11-19 12:30
≥ÎµÈº∂,,ø©¿Ø,500,600,25.4,74.6,2024-11-19 12:40
≥ÎµÈº∂,,ø©¿Ø,600,700,23.4,76.6,2024-11-19 12:55
≥ÎµÈº∂,,ø©¿Ø,700,800,30.1,69.9,2024-11-19 13:05
≥ÎµÈº∂,,ø©¿Ø,700,800,30.3,69.7,2024-11-19 13:15
≥ÎµÈº∂,,ø©¿Ø,800,900,28.5,71.5,2024-11-19 13:25
≥ÎµÈº∂,,ø©¿Ø,800,900,27.4,72.6,2024-11-19 13:35
≥ÎµÈº∂,,ø©¿Ø,800,900,28.2,71.8,2024-11-19 13:45
≥ÎµÈº∂,,ø©¿Ø,700,800,29.0,71.0,2024-11-19 13:55
≥ÎµÈº∂,,ø©¿Ø,700,800,30.6,69.4,2024-11-19 14:05
≥ÎµÈº∂,,ø©¿Ø,700,800,31.6,68.4,2024-11-19 14:15
≥ÎµÈº∂,,ø©¿Ø,800,900,29.7,70.3,2024-11-19 14:40
≥ÎµÈº∂,,ø©¿Ø,700,800,29.8,70.2,2024-11-19 14:50
≥ÎµÈº∂,,ø©¿Ø,800,900,27.5,72.5,2024-11-19 15:00
≥ÎµÈº∂,,ø©¿Ø,800,900,29.6,70.4,2024-11-19 15:10
≥ÎµÈº∂,,ø©¿Ø,700,800,31.0,69.0,2024-11-19 15:20
≥ÎµÈº∂,,ø©¿Ø,800,900,26.9,73.1,2024-11-19 15:30
≥ÎµÈº∂,,ø©¿Ø,800,900,26.4,73.6,2024-11-19 15:40
≥ÎµÈº∂,,ø©¿Ø,800,900,28.4,71.6,2024-11-19 15:50
≥ÎµÈº∂,,ø©¿Ø,800,900,28.7,71.3,2024-11-19 16:00
≥ÎµÈº∂,,ø©¿Ø,800,900,27.4,72.6,2024-11-19 16:10
≥ÎµÈº∂,,ø©¿Ø,900,1000,27.0,73.0,2024-11-19 16:20
≥ÎµÈº∂,,ø©¿Ø,900,1000,25.9,74.1,2024-11-19 16:30
≥ÎµÈº∂,,ø©¿Ø,900,1000,26.4,73.6,2024-11-19 16:40
≥ÎµÈº∂,,ø©¿Ø,1000,1500,25.0,75.0,2024-11-19 16:50
≥ÎµÈº∂,,ø©¿Ø,1000,1500,27.2,72.8,2024-11-19 17:15
≥ÎµÈº∂,,ø©¿Ø,1000,1500,26.8,73.2,2024-11-19 17:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,27.4,72.6,2024-11-19 17:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,27.9,72.1,2024-11-19 17:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,26.4,73.6,2024-11-19 17:55
≥ÎµÈº∂,,ø©¿Ø,1000,1500,23.1,76.9,2024-11-19 18:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,23.8,76.2,2024-11-19 18:15
≥ÎµÈº∂,,ø©¿Ø,1000,1500,24.3,75.7,2024-11-19 18:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,25.0,75.0,2024-11-19 18:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,24.7,75.3,2024-11-19 18:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,25.5,74.5,2024-11-19 18:55
≥ÎµÈº∂,,ø©¿Ø,1000,1500,28.5,71.5,2024-11-19 19:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.0,71.0,2024-11-19 19:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,32.1,67.9,2024-11-19 19:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,37.5,62.5,2024-11-19 20:00
≥ÎµÈº∂,,ø©¿Ø,900,1000,43.2,56.8,2024-11-19 20:10
≥ÎµÈº∂,,ø©¿Ø,900,1000,46.3,53.7,2024-11-19 20:20
≥ÎµÈº∂,,ø©¿Ø,900,1000,45.6,54.4,2024-11-19 20:30
≥ÎµÈº∂,,ø©¿Ø,1000,1500,44.2,55.8,2024-11-19 20:40
≥ÎµÈº∂,,ø©¿Ø,900,1000,48.3,51.7,2024-11-19 20:50
≥ÎµÈº∂,,ø©¿Ø,700,800,46.5,53.5,2024-11-19 21:00
≥ÎµÈº∂,,ø©¿Ø,700,800,43.7,56.3,2024-11-19 21:10
≥ÎµÈº∂,,ø©¿Ø,700,800,47.8,52.2,2024-11-19 21:30
≥ÎµÈº∂,,ø©¿Ø,700,800,49.3,50.7,2024-11-19 21:40
≥ÎµÈº∂,,ø©¿Ø,700,800,48.8,51.2,2024-11-19 22:00
≥ÎµÈº∂,,ø©¿Ø,700,800,50.3,49.7,2024-11-19 22:10
≥ÎµÈº∂,,ø©¿Ø,700,800,48.6,51.4,2024-11-19 22:20
≥ÎµÈº∂,,ø©¿Ø,700,800,54.7,45.3,2024-11-19 22:30
≥ÎµÈº∂,,ø©¿Ø,700,800,53.6,46.4,2024-11-19 22:40
≥ÎµÈº∂,,ø©¿Ø,700,800,56.3,43.7,2024-11-19 22:50
≥ÎµÈº∂,,ø©¿Ø,600,700,57.4,42.6,2024-11-19 23:00
≥ÎµÈº∂,,ø©¿Ø,700,800,59.8,40.2,2024-11-19 23:10
≥ÎµÈº∂,,ø©¿Ø,700,800,62.6,37.4,2024-11-19 23:35
≥ÎµÈº∂,,ø©¿Ø,700,800,62.0,38.0,2024-11-19 23:45
≥ÎµÈº∂,,ø©¿Ø,600,700,67.0,33.0,2024-11-19 23:55
≥ÎµÈº∂,,ø©¿Ø,700,800,69.5,30.5,2024-11-20 00:05
≥ÎµÈº∂,,ø©¿Ø,600,700,73.2,26.8,2024-11-20 00:25
≥ÎµÈº∂,,ø©¿Ø,600,700,72.1,27.9,2024-11-20 00:35
≥ÎµÈº∂,,ø©¿Ø,600,700,74.0,26.0,2024-11-20 00:45
≥ÎµÈº∂,,ø©¿Ø,600,700,75.0,25.0,2024-11-20 00:55
≥ÎµÈº∂,,ø©¿Ø,600,700,73.2,26.8,2024-11-20 01:05
≥ÎµÈº∂,,ø©¿Ø,500,600,73.7,26.3,2024-11-20 01:15
≥ÎµÈº∂,,ø©¿Ø,500,600,73.7,26.3,2024-11-20 01:25
≥ÎµÈº∂,,ø©¿Ø,500,600,72.7,27.3,2024-11-20 01:35
≥ÎµÈº∂,,ø©¿Ø,600,700,71.9,28.1,2024-11-20 01:45
≥ÎµÈº∂,,ø©¿Ø,500,600,74.2,25.8,2024-11-20 01:55
≥ÎµÈº∂,,ø©¿Ø,500,600,74.3,25.7,2024-11-20 02:05
≥ÎµÈº∂,,ø©¿Ø,600,700,73.1,26.9,2024-11-20 02:15
≥ÎµÈº∂,,ø©¿Ø,500,600,74.6,25.4,2024-11-20 02:25
≥ÎµÈº∂,,ø©¿Ø,500,600,76.9,23.1,2024-11-20 02:50
≥ÎµÈº∂,,ø©¿Ø,500,600,75.0,25.0,2024-11-20 03:00
≥ÎµÈº∂,,ø©¿Ø,500,600,76.6,23.4,2024-11-20 03:10
≥ÎµÈº∂,,ø©¿Ø,500,600,76.7,23.3,2024-11-20 03:20
≥ÎµÈº∂,,ø©¿Ø,500,600,77.5,22.5,2024-11-20 03:30
≥ÎµÈº∂,,ø©¿Ø,500,600,76.6,23.4,2024-11-20 03:40
≥ÎµÈº∂,,ø©¿Ø,500,600,75.3,24.7,2024-11-20 03:50
≥ÎµÈº∂,,ø©¿Ø,500,600,76.8,23.2,2024-11-20 04:00
≥ÎµÈº∂,,ø©¿Ø,500,600,75.0,25.0,2024-11-20 04:10
≥ÎµÈº∂,,ø©¿Ø,500,600,75.6,24.4,2024-11-20 04:20
≥ÎµÈº∂,,ø©¿Ø,500,600,76.3,23.7,2024-11-20 04:30
≥ÎµÈº∂,,ø©¿Ø,500,600,74.8,25.2,2024-11-20 04:40
≥ÎµÈº∂,,ø©¿Ø,500,600,73.7,26.3,2024-11-20 04:50
≥ÎµÈº∂,,ø©¿Ø,600,700,73.1,26.9,2024-11-20 05:00
≥ÎµÈº∂,,ø©¿Ø,600,700,70.9,29.1,2024-11-20 05:10
≥ÎµÈº∂,,ø©¿Ø,700,800,71.0,29.0,2024-11-20 05:20
≥ÎµÈº∂,,ø©¿Ø,700,800,67.6,32.4,2024-11-20 05:45
≥ÎµÈº∂,,ø©¿Ø,700,800,66.8,33.2,2024-11-20 05:55
≥ÎµÈº∂,,ø©¿Ø,700,800,64.4,35.6,2024-11-20 06:05
≥ÎµÈº∂,,ø©¿Ø,700,800,63.1,36.9,2024-11-20 06:15
≥ÎµÈº∂,,ø©¿Ø,800,900,60.6,39.4,2024-11-20 06:25
≥ÎµÈº∂,,ø©¿Ø,800,900,55.9,44.1,2024-11-20 06:35
≥ÎµÈº∂,,ø©¿Ø,800,900,55.1,44.9,2024-11-20 06:45
≥ÎµÈº∂,,ø©¿Ø,800,900,53.1,46.9,2024-11-20 06:55
≥ÎµÈº∂,,ø©¿Ø,900,1000,50.3,49.7,2024-11-20 07:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,44.3,55.7,2024-11-20 07:15
≥ÎµÈº∂,,ø©¿Ø,1000,1500,43.6,56.4,2024-11-20 07:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,37.3,62.7,2024-11-20 07:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,34.7,65.3,2024-11-20 07:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,35.5,64.5,2024-11-20 07:55
≥ÎµÈº∂,,ø©¿Ø,1000,1500,32.1,67.9,2024-11-20 08:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,35.0,65.0,2024-11-20 08:15
≥ÎµÈº∂,,ø©¿Ø,1000,1500,31.0,69.0,2024-11-20 08:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.8,70.2,2024-11-20 08:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,28.3,71.7,2024-11-20 08:45
≥ÎµÈº∂,,ø©¿Ø,800,900,32.0,68.0,2024-11-20 09:10
≥ÎµÈº∂,,ø©¿Ø,700,800,34.3,65.7,2024-11-20 09:20
≥ÎµÈº∂,,ø©¿Ø,700,800,32.4,67.6,2024-11-20 09:30
≥ÎµÈº∂,,ø©¿Ø,800,900,29.3,70.7,2024-11-20 09:40
≥ÎµÈº∂,,ø©¿Ø,800,900,27.9,72.1,2024-11-20 09:50
≥ÎµÈº∂,,ø©¿Ø,700,800,32.5,67.5,2024-11-20 10:00
≥ÎµÈº∂,,ø©¿Ø,700,800,33.7,66.3,2024-11-20 10:10
≥ÎµÈº∂,,ø©¿Ø,600,700,35.9,64.1,2024-11-20 10:20
≥ÎµÈº∂,,ø©¿Ø,600,700,33.5,66.5,2024-11-20 10:30
≥ÎµÈº∂,,ø©¿Ø,600,700,33.8,66.2,2024-11-20 10:40
≥ÎµÈº∂,,ø©¿Ø,600,700,34.8,65.2,2024-11-20 10:50
≥ÎµÈº∂,,ø©¿Ø,500,600,27.6,72.4,2024-11-20 11:00
≥ÎµÈº∂,,ø©¿Ø,500,600,28.3,71.7,2024-11-20 11:10
≥ÎµÈº∂,,ø©¿Ø,500,600,26.8,73.2,2024-11-20 11:20
≥ÎµÈº∂,,ø©¿Ø,500,600,27.1,72.9,2024-11-20 11:30
≥ÎµÈº∂,,ø©¿Ø,600,700,23.7,76.3,2024-11-20 11:50
≥ÎµÈº∂,,ø©¿Ø,500,600,27.9,72.1,2024-11-20 12:00
≥ÎµÈº∂,,ø©¿Ø,500,600,27.9,72.1,2024-11-20 12:10
≥ÎµÈº∂,,ø©¿Ø,400,500,29.4,70.6,2024-11-20 12:25
≥ÎµÈº∂,,ø©¿Ø,500,600,25.8,74.2,2024-11-20 12:35
≥ÎµÈº∂,,ø©¿Ø,500,600,26.9,73.1,2024-11-20 12:45
≥ÎµÈº∂,,ø©¿Ø,500,600,27.4,72.6,2024-11-20 12:55
≥ÎµÈº∂,,ø©¿Ø,700,800,31.5,68.5,2024-11-20 13:05
≥ÎµÈº∂,,ø©¿Ø,700,800,34.3,65.7,2024-11-20 13:15
≥ÎµÈº∂,,ø©¿Ø,700,800,32.4,67.6,2024-11-20 13:25
≥ÎµÈº∂,,ø©¿Ø,700,800,33.0,67.0,2024-11-20 13:35
≥ÎµÈº∂,,ø©¿Ø,700,800,33.0,67.0,2024-11-20 13:45
≥ÎµÈº∂,,ø©¿Ø,700,800,33.3,66.7,2024-11-20 13:55
≥ÎµÈº∂,,ø©¿Ø,700,800,32.0,68.0,2024-11-20 14:05
≥ÎµÈº∂,,ø©¿Ø,700,800,29.9,70.1,2024-11-20 14:15
≥ÎµÈº∂,,ø©¿Ø,700,800,31.7,68.3,2024-11-20 14:25
≥ÎµÈº∂,,ø©¿Ø,700,800,30.3,69.7,2024-11-20 14:35
≥ÎµÈº∂,,ø©¿Ø,700,800,30.8,69.2,2024-11-20 14:45
≥ÎµÈº∂,,ø©¿Ø,700,800,31.7,68.3,2024-11-20 14:55
≥ÎµÈº∂,,ø©¿Ø,700,800,29.5,70.5,2024-11-20 15:05
≥ÎµÈº∂,,ø©¿Ø,700,800,32.5,67.5,2024-11-20 15:15
≥ÎµÈº∂,,ø©¿Ø,700,800,29.2,70.8,2024-11-20 15:30
≥ÎµÈº∂,,ø©¿Ø,700,800,30.4,69.6,2024-11-20 15:40
≥ÎµÈº∂,,ø©¿Ø,800,900,29.9,70.1,2024-11-20 16:00
≥ÎµÈº∂,,ø©¿Ø,700,800,31.7,68.3,2024-11-20 16:10
≥ÎµÈº∂,,ø©¿Ø,800,900,31.9,68.1,2024-11-20 16:20
≥ÎµÈº∂,,ø©¿Ø,800,900,31.0,69.0,2024-11-20 16:30
≥ÎµÈº∂,,ø©¿Ø,800,900,29.8,70.2,2024-11-20 16:40
≥ÎµÈº∂,,ø©¿Ø,900,1000,29.4,70.6,2024-11-20 16:50
≥ÎµÈº∂,,ø©¿Ø,900,1000,30.8,69.2,2024-11-20 17:00
≥ÎµÈº∂,,ø©¿Ø,900,1000,31.7,68.3,2024-11-20 17:10
≥ÎµÈº∂,,ø©¿Ø,1000,1500,31.3,68.7,2024-11-20 17:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,30.7,69.3,2024-11-20 17:30
≥ÎµÈº∂,,ø©¿Ø,1000,1500,26.6,73.4,2024-11-20 17:40
≥ÎµÈº∂,,ø©¿Ø,1000,1500,27.0,73.0,2024-11-20 17:50
≥ÎµÈº∂,,ø©¿Ø,1000,1500,26.9,73.1,2024-11-20 18:00
≥ÎµÈº∂,,ø©¿Ø,1000,1500,27.8,72.2,2024-11-20 18:10
≥ÎµÈº∂,,ø©¿Ø,1000,1500,28.5,71.5,2024-11-20 18:20
≥ÎµÈº∂,,ø©¿Ø,1000,1500,26.4,73.6,2024-11-20 18:30
≥ÎµÈº∂,,ø©¿Ø,1000,1500,29.0,71.0,2024-11-20 18:40
≥ÎµÈº∂,,ø©¿Ø,1000,1500,27.4,72.6,2024-11-20 19:05
≥ÎµÈº∂,,ø©¿Ø,1000,1500,32.1,67.9,2024-11-20 19:15
≥ÎµÈº∂,,ø©¿Ø,1000,1500,31.3,68.7,2024-11-20 19:25
≥ÎµÈº∂,,ø©¿Ø,1000,1500,34.8,65.2,2024-11-20 19:35
≥ÎµÈº∂,,ø©¿Ø,1000,1500,32.8,67.2,2024-11-20 19:45
≥ÎµÈº∂,,ø©¿Ø,1000,1500,37.4,62.6,2024-11-20 19:55
≥ÎµÈº∂,,ø©¿Ø,900,1000,42.5,57.5,2024-11-20 20:05
≥ÎµÈº∂,,ø©¿Ø,900,1000,45.2,54.8,2024-11-20 20:15
≥ÎµÈº∂,,ø©¿Ø,900,1000,46.6,53.4,2024-11-20 20:25
≥ÎµÈº∂,,ø©¿Ø,900,1000,47.5,52.5,2024-11-20 20:35
≥ÎµÈº∂,,ø©¿Ø,900,1000,49.3,50.7,2024-11-20 20:45
≥ÎµÈº∂,,ø©¿Ø,900,1000,47.1,52.9,2024-11-20 20:55
≥ÎµÈº∂,,ø©¿Ø,700,800,47.7,52.3,2024-11-20 21:05
≥ÎµÈº∂,,ø©¿Ø,700,800,46.2,53.8,2024-11-20 21:15
≥ÎµÈº∂,,ø©¿Ø,700,800,45.6,54.4,2024-11-20 21:25
≥ÎµÈº∂,,ø©¿Ø,700,800,49.2,50.8,2024-11-20 21:55
≥ÎµÈº∂,,ø©¿Ø,700,800,52.1,47.9,2024-11-20 22:05
≥ÎµÈº∂,,ø©¿Ø,700,800,51.5,48.5,2024-11-20 22:15
≥ÎµÈº∂,,ø©¿Ø,700,800,51.0,49.0,2024-11-20 22:40
≥ÎµÈº∂,,ø©¿Ø,700,800,55.5,44.5,2024-11-20 22:50
≥ÎµÈº∂,,ø©¿Ø,700,800,55.9,44.1,2024-11-20 23:00
≥ÎµÈº∂,,ø©¿Ø,700,800,60.9,39.1,2024-11-20 23:10
≥ÎµÈº∂,,ø©¿Ø,700,800,59.0,41.0,2024-11-20 23:20
